"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2023- 03- 16","176,500","172,000","178,000","171,000","233.99K","1.73%"
"2023- 03- 15","173,500","176,400","176,400","170,800","0.06K","-0.12%"
"2023- 03- 14","173,700","187,700","189,300","173,000","426.16K","-8.39%"
"2023- 03- 13","189,600","186,100","196,500","182,800","0.06K","3.21%"
"2023- 03- 12","183,700","183,700","183,700","183,700","","0.00%"
"2023- 03- 10","183,700","174,100","189,800","173,900","503.18K","4.08%"
"2023- 03- 09","176,500","177,800","179,200","174,800","0.01K","-0.40%"
"2023- 03- 08","177,200","188,500","189,900","175,400","472.29K","-5.99%"
"2023- 03- 07","188,500","186,900","191,000","184,000","306.58K","-1.72%"
"2023- 03- 06","191,800","194,200","195,900","189,400","353.05K","2.35%"
"2023- 03- 05","187,400","187,400","187,400","187,400","","0.00%"
"2023- 03- 03","187,400","185,200","188,900","185,200","114.56K","0.21%"
"2023- 03- 02","187,000","185,100","189,900","182,500","0.35K","1.03%"
"2023- 03- 01","185,100","185,100","185,100","185,100","","0.00%"
"2023- 02- 28","185,100","184,000","190,000","183,000","349.43K","1.48%"
"2023- 02- 27","182,400","181,000","185,200","178,100","291.26K","-0.44%"
"2023- 02- 26","183,200","183,200","183,200","183,200","","0.00%"
"2023- 02- 24","183,200","187,600","188,200","182,700","226.03K","-2.40%"
"2023- 02- 23","187,700","192,000","192,100","187,600","227.15K","0.00%"
"2023- 02- 22","187,700","183,900","192,900","183,800","603.00K","3.08%"
"2023- 02- 21","182,100","183,800","184,500","180,900","170.43K","-1.30%"
"2023- 02- 20","184,500","181,000","188,100","181,000","325.92K","1.37%"
"2023- 02- 19","182,000","182,000","182,000","182,000","","0.00%"
"2023- 02- 17","182,000","189,400","189,400","179,900","558.08K","-4.46%"
"2023- 02- 16","190,500","194,100","196,200","189,800","576.25K","-3.40%"
"2023- 02- 15","197,200","199,900","201,500","192,500","571.21K","-2.38%"
"2023- 02- 14","202,000","191,500","203,000","189,900","0.74K","6.88%"
"2023- 02- 13","189,000","204,000","204,500","188,800","725.51K","-3.23%"
"2023- 02- 12","195,300","195,300","195,300","195,300","","0.00%"
"2023- 02- 10","195,300","212,500","218,500","193,800","2.10M","-1.51%"
"2023- 02- 09","198,300","198,000","205,500","196,800","322.68K","0.35%"
"2023- 02- 08","197,600","189,600","200,000","189,600","419.69K","4.27%"
"2023- 02- 07","189,500","188,800","190,600","184,300","239.06K","0.37%"
"2023- 02- 06","188,800","195,400","195,500","188,800","205.08K","-3.48%"
"2023- 02- 05","195,600","195,600","195,600","195,600","","0.00%"
"2023- 02- 03","195,600","187,900","197,200","187,100","285.26K","4.10%"
"2023- 02- 02","187,900","189,700","192,000","187,300","186.94K","-0.84%"
"2023- 02- 01","189,500","191,200","191,200","188,500","0.05K","-1.15%"
"2023- 01- 31","191,700","187,000","193,400","185,700","0.05K","1.48%"
"2023- 01- 30","188,900","194,900","196,000","187,700","217.93K","-2.63%"
"2023- 01- 29","194,000","194,000","194,000","194,000","","0.00%"
"2023- 01- 27","194,000","192,200","194,800","189,000","189.97K","1.89%"
"2023- 01- 26","190,400","187,000","194,200","186,200","291.75K","2.15%"
"2023- 01- 25","186,400","188,000","188,500","185,000","152.40K","-0.32%"
"2023- 01- 24","187,000","187,000","187,000","187,000","","0.00%"
"2023- 01- 20","187,000","187,500","191,000","186,000","180.09K","-0.53%"
"2023- 01- 19","188,000","179,500","189,000","179,500","0.16K","5.03%"
"2023- 01- 18","179,000","177,500","182,000","176,000","0.38K","1.13%"
"2023- 01- 17","177,000","178,500","180,500","176,000","166.60K","-0.84%"
"2023- 01- 16","178,500","173,500","179,000","173,000","0.02K","2.29%"
"2023- 01- 15","174,500","174,500","174,500","174,500","","0.00%"
"2023- 01- 13","174,500","174,000","177,500","173,000","144.84K","0.87%"
"2023- 01- 12","173,000","174,500","177,000","171,500","166.60K","-0.86%"
"2023- 01- 11","174,500","172,000","176,000","167,000","199.86K","2.35%"
"2023- 01- 10","170,500","173,500","175,000","169,500","178.41K","-1.73%"
"2023- 01- 09","173,500","170,500","176,500","170,500","0.11K","3.27%"
"2023- 01- 08","168,000","168,000","168,000","168,000","","0.00%"
"2023- 01- 06","168,000","170,000","172,000","160,500","492.71K","-2.33%"
"2023- 01- 05","172,000","172,000","177,000","171,000","171.82K","0.29%"
"2023- 01- 04","171,500","176,500","177,000","169,000","250.02K","-2.83%"
"2023- 01- 03","176,500","170,000","182,000","170,000","522.01K","4.13%"
"2023- 01- 02","169,500","173,500","175,500","166,500","0.15K","-2.31%"
"2022- 12- 29","173,500","168,000","175,500","168,000","193.76K","2.06%"
"2022- 12- 28","170,000","169,500","171,500","166,500","0.01K","-0.29%"
"2022- 12- 27","170,500","173,000","175,000","168,000","201.51K","-0.58%"
"2022- 12- 26","171,500","173,500","174,500","169,000","0.03K","-2.00%"
"2022- 12- 25","175,000","175,000","175,000","175,000","","0.00%"
"2022- 12- 23","175,000","173,000","179,500","172,500","281.93K","0.00%"
"2022- 12- 22","175,000","169,500","177,000","169,000","340.31K","3.55%"
"2022- 12- 21","169,000","164,500","169,000","160,500","0.05K","4.00%"
"2022- 12- 20","162,500","167,000","168,500","161,000","166.18K","-2.69%"
"2022- 12- 19","167,000","164,000","168,500","162,000","0.09K","1.83%"
"2022- 12- 18","164,000","164,000","164,000","164,000","","0.00%"
"2022- 12- 16","164,000","153,500","166,500","153,000","318.50K","4.13%"
"2022- 12- 15","157,500","161,500","165,000","155,500","0.01K","-3.37%"
"2022- 12- 14","163,000","156,500","164,500","156,500","0.06K","4.82%"
"2022- 12- 13","155,500","157,500","159,000","154,500","179.20K","-0.96%"
"2022- 12- 12","157,000","154,500","162,000","154,000","0.01K","0.32%"
"2022- 12- 11","156,500","156,500","156,500","156,500","","0.00%"
"2022- 12- 09","156,500","147,500","158,500","147,000","402.17K","7.93%"
"2022- 12- 08","145,000","145,500","147,500","141,500","128.11K","0.00%"
"2022- 12- 07","145,000","144,000","149,000","143,000","0.00K","0.00%"
"2022- 12- 06","145,000","150,500","150,500","145,000","165.92K","-4.61%"
"2022- 12- 05","152,000","151,500","155,500","150,500","172.30K","0.66%"
"2022- 12- 02","151,000","153,500","154,000","150,000","151.89K","-1.63%"
"2022- 12- 01","153,500","147,000","156,000","145,500","393.14K","7.34%"
"2022- 11- 30","143,000","143,500","144,500","140,500","124.89K","-0.69%"
"2022- 11- 29","144,000","137,000","146,000","137,000","168.36K","4.35%"
"2022- 11- 28","138,000","139,000","140,000","135,500","113.29K","-0.72%"
"2022- 11- 25","139,000","142,000","144,000","138,500","137.29K","-2.80%"
"2022- 11- 24","143,000","142,000","144,000","139,000","134.73K","1.42%"
"2022- 11- 23","141,000","135,000","143,500","134,500","201.45K","6.82%"
"2022- 11- 22","132,000","136,500","138,500","131,500","108.13K","-4.00%"
"2022- 11- 21","137,500","139,500","143,000","135,500","166.35K","0.36%"
"2022- 11- 18","137,000","143,000","146,000","137,000","145.47K","-4.20%"
"2022- 11- 17","143,000","140,000","147,000","140,000","209.46K","1.78%"
"2022- 11- 16","140,500","140,000","142,500","138,000","162.85K","1.81%"
"2022- 11- 15","138,000","134,500","139,000","134,500","104.95K","1.85%"
"2022- 11- 14","135,500","139,500","141,000","135,000","185.46K","-3.90%"
"2022- 11- 11","141,000","133,500","144,000","133,000","412.09K","11.46%"
"2022- 11- 10","126,500","126,000","130,000","126,000","160.97K","-3.07%"
"2022- 11- 09","130,500","131,000","133,000","129,500","167.11K","0.77%"
"2022- 11- 08","129,500","125,500","129,500","123,500","173.67K","4.86%"
"2022- 11- 07","123,500","121,500","125,500","121,500","73.22K","0.82%"
"2022- 11- 06","122,500","122,500","122,500","122,500","","0.00%"
"2022- 11- 04","122,500","122,500","124,000","119,500","162.64K","-1.61%"
"2022- 11- 03","124,500","123,500","129,000","120,500","275.54K","-1.97%"
"2022- 11- 02","127,000","121,000","129,000","119,500","201.21K","4.10%"
"2022- 11- 01","122,000","121,000","124,000","120,000","140.47K","0.83%"
"2022- 10- 31","121,000","121,500","123,000","118,500","146.96K","1.68%"
"2022- 10- 30","119,000","119,000","119,000","119,000","","0.00%"
"2022- 10- 28","119,000","119,000","123,500","118,000","158.11K","0.00%"
"2022- 10- 27","119,000","117,000","121,000","116,500","146.66K","3.48%"
"2022- 10- 26","115,000","118,000","119,500","115,000","119.53K","-2.54%"
"2022- 10- 25","118,000","114,500","119,000","113,500","179.24K","4.42%"
"2022- 10- 24","113,000","114,500","116,500","112,500","152.30K","0.44%"
"2022- 10- 23","112,500","112,500","112,500","112,500","","0.00%"
"2022- 10- 21","112,500","111,000","113,000","108,500","215.91K","-0.44%"
"2022- 10- 20","113,000","118,500","119,000","111,500","308.71K","-4.64%"
"2022- 10- 19","118,500","121,500","125,000","118,000","237.11K","-1.66%"
"2022- 10- 18","120,500","116,500","124,000","115,500","559.11K","4.78%"
"2022- 10- 17","115,000","113,500","117,000","109,500","338.00K","-2.54%"
"2022- 10- 16","118,000","118,000","118,000","118,000","","0.00%"
"2022- 10- 14","118,000","111,500","119,000","111,500","435.20K","7.76%"
"2022- 10- 13","109,500","113,000","114,000","107,000","393.44K","-4.37%"
"2022- 10- 12","114,500","116,500","118,500","111,000","418.75K","-3.38%"
"2022- 10- 11","118,500","119,000","120,500","114,500","324.78K","-3.66%"
"2022- 10- 10","123,000","123,000","123,000","123,000","","0.00%"
"2022- 10- 07","123,000","129,500","130,000","121,000","363.17K","-6.11%"
"2022- 10- 06","131,000","129,500","133,000","129,000","151.17K","0.77%"
"2022- 10- 05","130,000","137,000","137,500","127,000","298.48K","-3.35%"
"2022- 10- 04","134,500","137,000","138,000","134,000","135.20K","-0.37%"
"2022- 09- 30","135,000","130,000","136,000","129,500","172.87K","2.27%"
"2022- 09- 29","132,000","131,500","137,000","130,500","217.19K","1.54%"
"2022- 09- 28","130,000","138,000","139,000","129,000","321.07K","-7.14%"
"2022- 09- 27","140,000","140,500","142,000","137,000","218.84K","-0.71%"
"2022- 09- 26","141,000","141,000","145,500","138,500","204.30K","-2.08%"
"2022- 09- 25","144,000","144,000","144,000","144,000","","0.00%"
"2022- 09- 23","144,000","147,000","149,000","143,000","144.09K","-3.36%"
"2022- 09- 22","149,000","152,000","153,000","146,000","197.27K","-4.18%"
"2022- 09- 21","155,500","156,500","159,500","153,500","130.62K","-1.27%"
"2022- 09- 20","157,500","158,500","161,500","157,000","116.28K","0.00%"
"2022- 09- 19","157,500","158,000","164,000","156,500","291.89K","2.27%"
"2022- 09- 18","154,000","154,000","154,000","154,000","","0.00%"
"2022- 09- 16","154,000","155,500","158,000","153,500","119.97K","-0.96%"
"2022- 09- 15","155,500","158,500","159,000","154,500","141.47K","-1.89%"
"2022- 09- 14","158,500","154,500","160,000","153,500","171.68K","-2.16%"
"2022- 09- 13","162,000","161,000","165,000","160,500","197.19K","2.53%"
"2022- 09- 08","158,000","158,000","161,000","157,500","160.49K","0.00%"
"2022- 09- 07","158,000","158,500","161,000","155,000","239.65K","-1.56%"
"2022- 09- 06","160,500","168,000","170,000","160,000","300.01K","-4.18%"
"2022- 09- 05","167,500","167,000","175,000","167,000","187.57K","-0.59%"
"2022- 09- 04","168,500","168,500","168,500","168,500","","0.00%"
"2022- 09- 02","168,500","168,000","174,000","167,000","238.62K","1.20%"
"2022- 09- 01","166,500","178,500","178,500","165,500","417.30K","-8.26%"
"2022- 08- 31","181,500","168,000","183,000","167,000","480.35K","6.76%"
"2022- 08- 30","170,000","165,000","170,500","165,000","183.21K","3.34%"
"2022- 08- 29","164,500","167,000","171,500","164,500","316.75K","-6.27%"
"2022- 08- 28","175,500","175,500","175,500","175,500","","0.00%"
"2022- 08- 26","175,500","174,500","177,500","172,500","152.14K","1.15%"
"2022- 08- 25","173,500","176,000","178,500","172,500","196.24K","-1.42%"
"2022- 08- 24","176,000","173,000","176,500","169,000","195.59K","2.03%"
"2022- 08- 23","172,500","182,000","182,500","172,000","355.54K","-6.25%"
"2022- 08- 22","184,000","183,000","187,000","181,000","165.14K","-1.34%"
"2022- 08- 21","186,500","186,500","186,500","186,500","","0.00%"
"2022- 08- 19","186,500","188,500","196,000","185,000","371.45K","-0.80%"
"2022- 08- 18","188,000","183,500","189,500","180,000","233.56K","1.08%"
"2022- 08- 17","186,000","187,000","190,000","183,500","230.82K","-0.53%"
"2022- 08- 16","187,000","184,500","190,500","183,000","277.53K","2.19%"
"2022- 08- 15","183,000","183,000","183,000","183,000","","0.00%"
"2022- 08- 12","183,000","181,500","185,000","180,000","202.09K","1.39%"
"2022- 08- 11","180,500","181,000","181,500","177,500","165.42K","1.98%"
"2022- 08- 10","177,000","184,500","186,000","176,000","237.49K","-3.80%"
"2022- 08- 09","184,000","177,000","186,000","176,000","303.30K","3.66%"
"2022- 08- 08","177,500","175,500","179,000","174,000","152.43K","1.43%"
"2022- 08- 07","175,000","175,000","175,000","175,000","","0.00%"
"2022- 08- 05","175,000","174,000","176,000","171,000","134.25K","0.86%"
"2022- 08- 04","173,500","173,500","178,000","171,500","319.22K","1.76%"
"2022- 08- 03","170,500","166,000","173,500","164,000","329.86K","3.02%"
"2022- 08- 02","165,500","174,000","174,000","161,000","519.88K","-4.61%"
"2022- 08- 01","173,500","176,000","188,000","172,500","510.20K","-1.14%"
"2022- 07- 31","175,500","175,500","175,500","175,500","","0.00%"
"2022- 07- 29","175,500","172,500","179,500","170,500","340.09K","3.54%"
"2022- 07- 28","169,500","169,000","173,000","164,000","335.01K","1.19%"
"2022- 07- 27","167,500","171,000","173,000","167,000","219.03K","-2.62%"
"2022- 07- 26","172,000","177,000","178,000","171,000","334.45K","-2.55%"
"2022- 07- 25","176,500","167,000","178,500","164,500","466.63K","5.69%"
"2022- 07- 22","167,000","158,500","170,000","157,000","519.05K","6.37%"
"2022- 07- 21","157,000","152,500","158,500","152,000","174.08K","2.61%"
"2022- 07- 20","153,000","155,500","158,000","151,000","183.30K","0.33%"
"2022- 07- 19","152,500","153,000","154,000","150,500","159.71K","-1.29%"
"2022- 07- 18","154,500","158,500","159,000","150,000","190.62K","-1.28%"
"2022- 07- 15","156,500","163,500","164,500","156,000","178.10K","-4.28%"
"2022- 07- 14","163,500","156,500","165,000","156,500","230.96K","3.15%"
"2022- 07- 13","158,500","156,000","161,000","155,000","130.01K","1.60%"
"2022- 07- 12","156,000","158,000","160,000","152,500","187.61K","-2.19%"
"2022- 07- 11","159,500","166,000","168,500","158,500","216.52K","-3.04%"
"2022- 07- 10","164,500","164,500","164,500","164,500","","0.00%"
"2022- 07- 08","164,500","160,500","170,500","158,500","426.40K","3.79%"
"2022- 07- 07","158,500","151,000","164,500","150,500","404.29K","6.02%"
"2022- 07- 06","149,500","149,000","156,000","147,000","362.49K","-0.33%"
"2022- 07- 05","150,000","142,500","150,500","142,000","286.13K","5.63%"
"2022- 07- 04","142,000","142,500","146,500","139,500","254.73K","1.43%"
"2022- 07- 01","140,000","146,500","148,000","139,000","250.83K","-3.78%"
"2022- 06- 30","145,500","147,500","152,000","144,000","246.30K","-2.02%"
"2022- 06- 29","148,500","144,000","150,000","143,500","230.71K","1.02%"
"2022- 06- 28","147,000","151,000","151,000","142,500","535.50K","-3.29%"
"2022- 06- 27","152,000","150,000","154,000","144,000","392.97K","2.70%"
"2022- 06- 26","148,000","148,000","148,000","148,000","","0.00%"
"2022- 06- 24","148,000","141,000","149,500","140,500","404.24K","6.09%"
"2022- 06- 23","139,500","138,000","146,000","138,000","551.36K","0.00%"
"2022- 06- 22","139,500","152,000","152,500","139,500","471.68K","-6.69%"
"2022- 06- 21","149,500","150,000","151,500","139,500","503.50K","0.00%"
"2022- 06- 20","149,500","151,500","152,000","145,500","480.65K","0.67%"
"2022- 06- 19","148,500","148,500","148,500","148,500","","0.00%"
"2022- 06- 17","148,500","141,000","153,000","140,500","872.49K","0.34%"
"2022- 06- 16","148,000","148,000","158,000","139,000","2.69M","2.07%"
"2022- 06- 15","145,000","168,000","168,500","139,000","4.19M","-24.87%"
"2022- 06- 14","193,000","192,000","196,000","184,500","495.42K","-3.02%"
"2022- 06- 13","199,000","216,000","217,500","198,500","448.57K","-10.96%"
"2022- 06- 12","223,500","223,500","223,500","223,500","","0.00%"
"2022- 06- 10","223,500","223,500","225,500","220,000","159.06K","-1.76%"
"2022- 06- 09","227,500","222,000","228,000","221,000","194.89K","2.48%"
"2022- 06- 08","222,000","221,500","226,000","220,000","101.79K","0.23%"
"2022- 06- 07","221,500","229,500","230,000","220,000","144.97K","-2.85%"
"2022- 06- 06","228,000","228,000","228,000","228,000","","0.00%"
"2022- 06- 03","228,000","229,000","232,000","227,500","137.27K","0.44%"
"2022- 06- 02","227,000","232,000","232,500","224,500","136.56K","-1.73%"
"2022- 06- 01","231,000","231,000","231,000","231,000","","0.00%"
"2022- 05- 31","231,000","228,000","233,000","225,500","240.94K","1.32%"
"2022- 05- 30","228,000","222,500","228,000","220,500","211.85K","4.35%"
"2022- 05- 27","218,500","219,500","226,500","215,500","252.56K","1.86%"
"2022- 05- 26","214,500","220,000","221,500","213,500","133.14K","-2.28%"
"2022- 05- 25","219,500","216,500","221,000","216,000","124.04K","1.86%"
"2022- 05- 24","215,500","221,000","221,000","215,000","113.33K","-2.49%"
"2022- 05- 23","221,000","220,500","221,500","217,500","129.88K","0.00%"
"2022- 05- 22","221,000","221,000","221,000","221,000","","0.00%"
"2022- 05- 20","221,000","219,000","221,000","213,000","275.71K","1.14%"
"2022- 05- 19","218,500","212,000","221,500","212,000","144.14K","-0.68%"
"2022- 05- 18","220,000","222,500","226,500","219,500","204.52K","0.46%"
"2022- 05- 17","219,000","215,000","222,000","215,000","130.09K","1.62%"
"2022- 05- 16","215,500","216,500","222,000","213,000","182.52K","0.23%"
"2022- 05- 15","215,000","215,000","215,000","215,000","","0.00%"
"2022- 05- 13","215,000","213,000","218,000","211,500","244.76K","0.94%"
"2022- 05- 12","213,000","221,500","225,000","211,500","402.16K","-6.58%"
"2022- 05- 11","228,000","230,000","234,000","226,000","170.59K","-1.08%"
"2022- 05- 10","230,500","229,500","233,000","219,000","348.07K","-2.12%"
"2022- 05- 09","235,500","238,000","240,000","233,500","183.15K","-2.28%"
"2022- 05- 06","241,000","245,000","249,000","240,000","196.52K","-2.43%"
"2022- 05- 05","247,000","247,000","247,000","247,000","","0.00%"
"2022- 05- 04","247,000","255,000","256,000","245,000","272.14K","-2.56%"
"2022- 05- 03","253,500","253,500","257,000","251,500","153.05K","0.40%"
"2022- 05- 02","252,500","247,500","253,500","244,500","145.44K","0.40%"
"2022- 05- 01","251,500","251,500","251,500","251,500","","0.00%"
"2022- 04- 29","251,500","259,500","260,500","251,000","222.47K","-2.90%"
"2022- 04- 28","259,000","263,000","263,500","256,000","147.33K","-0.58%"
"2022- 04- 27","260,500","253,500","264,000","251,000","254.89K","0.00%"
"2022- 04- 26","260,500","253,000","264,000","253,000","251.46K","3.99%"
"2022- 04- 25","250,500","248,500","257,000","246,500","165.26K","-1.57%"
"2022- 04- 24","254,500","254,500","254,500","254,500","","0.00%"
"2022- 04- 22","254,500","260,000","260,000","253,500","218.76K","-2.49%"
"2022- 04- 21","261,000","263,000","267,000","257,500","233.26K","-1.14%"
"2022- 04- 20","264,000","281,500","281,500","263,500","465.09K","-5.71%"
"2022- 04- 19","280,000","280,500","283,500","279,000","120.36K","0.18%"
"2022- 04- 18","279,500","293,500","293,500","279,000","264.95K","-4.93%"
"2022- 04- 17","294,000","294,000","294,000","294,000","","0.00%"
"2022- 04- 15","294,000","294,000","300,000","287,500","124.33K","-1.01%"
"2022- 04- 14","297,000","299,000","299,500","292,000","193.88K","-1.49%"
"2022- 04- 13","301,500","287,000","302,500","286,000","317.66K","6.35%"
"2022- 04- 12","283,500","279,000","285,000","276,500","179.45K","0.53%"
"2022- 04- 11","282,000","286,500","295,000","281,000","253.90K","-0.53%"
"2022- 04- 10","283,500","283,500","283,500","283,500","","0.00%"
"2022- 04- 08","283,500","293,500","296,500","282,000","271.04K","-2.24%"
"2022- 04- 07","290,000","295,000","303,500","289,500","269.21K","-3.33%"
"2022- 04- 06","300,000","308,000","311,000","299,000","264.21K","-3.69%"
"2022- 04- 05","311,500","313,500","317,500","306,500","181.53K","-0.64%"
"2022- 04- 04","313,500","333,000","334,500","308,500","559.44K","-2.94%"
"2022- 04- 03","323,000","323,000","323,000","323,000","","0.00%"
"2022- 04- 01","323,000","307,500","329,500","304,000","703.12K","4.36%"
"2022- 03- 31","309,500","310,000","313,500","307,500","148.35K","0.00%"
"2022- 03- 30","309,500","302,500","312,000","299,500","296.08K","3.51%"
"2022- 03- 29","299,000","298,500","303,000","297,000","110.32K","1.01%"
"2022- 03- 28","296,000","301,000","301,500","292,500","155.28K","-1.66%"
"2022- 03- 27","301,000","301,000","301,000","301,000","","0.00%"
"2022- 03- 25","301,000","301,000","303,000","297,500","148.44K","0.33%"
"2022- 03- 24","300,000","297,500","301,000","293,500","156.06K","0.84%"
"2022- 03- 23","297,500","294,500","306,000","292,000","399.63K","2.94%"
"2022- 03- 22","289,000","283,000","289,000","282,000","156.39K","2.48%"
"2022- 03- 21","282,000","287,000","289,500","281,000","122.98K","-1.23%"
"2022- 03- 20","285,500","285,500","285,500","285,500","","0.00%"
"2022- 03- 18","285,500","281,500","287,000","281,000","210.59K","1.96%"
"2022- 03- 17","280,000","279,000","285,500","279,000","218.27K","2.56%"
"2022- 03- 16","273,000","277,000","278,000","269,500","190.13K","0.00%"
"2022- 03- 15","273,000","284,000","284,500","270,500","210.97K","-4.21%"
"2022- 03- 14","285,000","286,500","289,500","280,000","205.49K","0.35%"
"2022- 03- 11","284,000","287,000","289,500","282,000","223.09K","-0.35%"
"2022- 03- 10","285,000","280,500","287,000","279,000","240.76K","4.01%"
"2022- 03- 08","274,000","273,000","276,500","270,000","177.00K","-0.90%"
"2022- 03- 07","276,500","270,500","280,500","270,000","174.36K","-0.54%"
"2022- 03- 06","278,000","278,000","278,000","278,000","","0.00%"
"2022- 03- 04","278,000","278,000","281,000","273,000","201.87K","-0.18%"
"2022- 03- 03","278,500","287,500","288,000","277,000","328.72K","-2.79%"
"2022- 03- 02","286,500","286,500","289,500","282,000","165.00K","-0.69%"
"2022- 03- 01","288,500","288,500","288,500","288,500","","0.00%"
"2022- 02- 28","288,500","285,000","289,500","280,500","228.75K","0.70%"
"2022- 02- 27","286,500","286,500","286,500","286,500","","0.00%"
"2022- 02- 25","286,500","289,500","292,000","282,000","303.28K","1.24%"
"2022- 02- 24","283,000","279,500","289,000","277,000","456.84K","0.53%"
"2022- 02- 23","281,500","282,500","289,500","280,500","531.61K","2.93%"
"2022- 02- 22","273,500","270,000","284,000","270,000","542.04K","-0.73%"
"2022- 02- 21","275,500","259,000","276,500","257,500","475.21K","4.95%"
"2022- 02- 20","262,500","262,500","262,500","262,500","","0.00%"
"2022- 02- 18","262,500","255,500","265,000","255,000","232.88K","0.96%"
"2022- 02- 17","260,000","260,000","268,500","254,000","465.98K","1.36%"
"2022- 02- 16","256,500","245,000","258,500","241,500","305.40K","7.32%"
"2022- 02- 15","239,000","254,000","254,500","237,000","294.72K","-5.91%"
"2022- 02- 14","254,000","247,500","256,000","243,000","165.99K","0.79%"
"2022- 02- 13","252,000","252,000","252,000","252,000","","0.00%"
"2022- 02- 11","252,000","250,000","258,000","245,500","182.87K","-1.18%"
"2022- 02- 10","255,000","261,000","265,000","253,000","203.27K","-1.16%"
"2022- 02- 09","258,000","264,000","265,000","255,500","177.12K","-0.19%"
"2022- 02- 08","258,500","252,000","268,000","251,500","351.17K","3.61%"
"2022- 02- 07","249,500","262,500","262,500","246,000","329.95K","-4.04%"
"2022- 02- 06","260,000","260,000","260,000","260,000","","0.00%"
"2022- 02- 04","260,000","235,000","264,500","235,000","349.88K","9.24%"
"2022- 02- 03","238,000","244,500","247,000","237,500","205.63K","0.42%"
"2022- 01- 28","237,000","244,500","244,500","229,500","406.30K","-1.86%"
"2022- 01- 27","241,500","250,000","255,000","241,500","306.28K","-3.98%"
"2022- 01- 26","251,500","271,500","272,500","251,000","425.53K","-7.20%"
"2022- 01- 25","271,000","280,000","281,500","269,000","178.63K","-2.17%"
"2022- 01- 24","277,000","283,500","285,000","275,000","191.94K","-2.81%"
"2022- 01- 23","285,000","285,000","285,000","285,000","","0.00%"
"2022- 01- 21","285,000","286,000","293,500","281,000","248.66K","-1.04%"
"2022- 01- 20","288,000","275,500","289,000","275,000","261.86K","4.92%"
"2022- 01- 19","274,500","273,000","276,500","267,000","267.25K","-1.08%"
"2022- 01- 18","277,500","280,000","284,500","276,500","149.63K","-0.89%"
"2022- 01- 17","280,000","281,000","286,500","278,000","140.75K","-1.41%"
"2022- 01- 16","284,000","284,000","284,000","284,000","","0.00%"
"2022- 01- 14","284,000","284,500","285,000","276,500","281.20K","-2.57%"
"2022- 01- 13","291,500","298,500","299,000","288,000","178.50K","-1.85%"
"2022- 01- 12","297,000","295,500","302,500","293,000","221.53K","2.77%"
"2022- 01- 11","289,000","294,000","300,500","288,000","207.42K","-2.20%"
"2022- 01- 10","295,500","302,000","302,000","289,000","274.33K","-2.31%"
"2022- 01- 09","302,500","302,500","302,500","302,500","","0.00%"
"2022- 01- 07","302,500","302,500","307,500","300,500","220.90K","1.34%"
"2022- 01- 06","298,500","308,000","308,500","296,500","456.28K","-4.94%"
"2022- 01- 05","314,000","332,500","336,000","310,500","498.19K","-6.96%"
"2022- 01- 04","337,500","350,500","351,500","336,000","220.97K","-3.71%"
"2022- 01- 03","350,500","352,000","360,500","349,000","179.30K","0.43%"
"2021- 12- 30","349,000","350,000","356,000","345,500","142.37K","-0.14%"
